downloadMbps,uploadMbps,pingMs,jitterMs,bufferbloatGrade,isp,timestamp,id
"14.179802201352748","0","113.6","26.8","A+","Bharti Airtel Limited (Patna, IN)","2026-07-28T07:16:27.723Z","1"
"5.367684353469957","0","830.4","630.3","A+","Bharti Airtel Limited (Dinapore, IN)","2026-07-28T07:32:01.739Z","2"
